genre_ids,id,original_language,overview,poster_path,release_date,title,keyword,movie_out
[27],1072342,en,"Forced into early retirement by a degenerative illness, former baseball player Ray Waller moves into a new house with his wife and two children. He hopes that the backyard swimming pool will be fun for the kids and provide physical therapy for himself. However, a dark secret from the home's past soon unleashes a malevolent force that drags the family into the depths of inescapable terror.",/gSkfBGdxdialBMM7P02V4hcI6Ij.jpg,2024-01-03,Night Swim,"[6152, 8181, 10114, 10809, 158142, 210608, 225840, 244984, 252104, 256183, 268132, 274025, 309974, 315058, 320420]",False
"[16, 35, 14, 27]",511817,en,Two demon brothers enlist the aid of Kat Elliot — a tough teen with a load of guilt — to summon them to the Land of the Living. But what Kat demands in return leads to a brilliantly bizarre and comedic adventure like no other.,/s7XxXJ7ponaLAkxiySRxox2Ssc4.jpg,2022-10-21,Wendell & Wild,"[818, 10121, 15001, 298636]",False
"[27, 878, 14]",951996,en,A team of scientists face dangerous consequences after they conduct a clandestine experiment to breach the quantum barrier and travel to another dimension.,/9OQG9KPo7H1NO17xFo86a95UC3U.jpg,2023-02-26,The Quantum Devil,"[161220, 232766, 245207]",False
"[80, 18, 53]",507532,en,"Two brothers from opposite sides of the tracks are reunited as adults. Desperate circumstances force them into a deal with an organized crime syndicate in Boston, and a young women gets caught in the middle.",/90D6sXfbXKhDpd4S1cHICdAe8VD.jpg,2023-09-08,Finestkind,"[1680, 5301, 15009, 290663]",False
"[18, 10749]",1278,en,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg,2003-09-01,The Dreamers,"[612, 2201, 90, 128, 5246, 738, 2069, 1439, 2187, 9986, 14638, 15016, 33841, 155870]",False
"[28, 16, 878]",39105,ja,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",/iihTK9Af8G1ZzBjkIIAV4qQMkzF.jpg,1993-07-10,Dragon Ball Z: Bojack Unbound,"[779, 4375, 33637, 156159, 196483, 210024, 290950]",False
"[9648, 80, 53]",11092,en,"Rusty Sabich is a deputy prosecutor engaged in an obsessive affair with a coworker who is murdered. Soon after, he's accused of the crime. And his fight to clear his name becomes a whirlpool of lies and hidden passions.",/jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,1990-07-27,Presumed Innocent,"[1326, 818, 697, 1808, 5340, 9826, 10909, 18021, 33519, 214780, 254459]",False
"[12, 16, 35, 10751]",412117,en,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",/s9xg4V5EDKiphgIksVJ9gewBM11.jpg,2019-05-24,The Secret Life of Pets 2,"[242, 6054, 3289, 9663, 15162, 267848, 274453]",False
[27],215,en,"The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle.",/AwfBNpkedYcXt9BjGEYZf5g2s37.jpg,2005-10-28,Saw II,"[4426, 483, 10714, 13006, 50009, 157376, 162810, 184312, 295702]",False
"[80, 18, 53]",6977,en,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg,2007-06-13,No Country for Old Men,"[422, 798, 900, 818, 2708, 6259, 2149, 1556, 2669, 5616, 10175, 10855, 18034, 160798, 168713, 181620, 193021, 200574, 202371, 206594, 207268, 208289, 217064, 252472, 255356, 257412, 259279, 265556, 279115, 305164, 325766, 325790, 325823]",False
"[80, 18, 53]",10155,en,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",/lffvjJU8j7RLfz1SJVMfrn2wH6i.jpg,1997-10-03,U Turn,"[1415, 642, 5305, 1859, 3593, 5091, 6996, 9622, 10594, 15090, 18034, 207268]",False
"[28, 12, 35, 80, 53]",39514,en,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg,2010-10-13,RED,"[782, 591, 4654, 1930, 1376, 4948, 9717, 10950, 12355, 14601, 18115, 18117, 163049, 163589, 175056, 184783]",False
[18],27449,en,"A young woman uses her body and her sexuality to help her climb the social ladder, but soon begins to wonder if her new status will ever bring her happiness.",/ul4BLZAXepOQRwUtORmvEpZ4KW4.jpg,1933-07-13,Baby Face,"[242, 90, 3734, 11869, 156764, 157283, 157286, 201490, 231231, 256330]",False
"[16, 12, 14]",816904,es,"Through a series of unfortunate events, three mummies end up in present-day London and embark on a wacky and hilarious journey in search of an old ring belonging to the Royal Family, stolen by ambitious archaeologist Lord Carnaby.",/r6Ghtw9ENhTXfeUsd1Al20ZAvX.jpg,2023-01-05,Mummies,"[1160, 212, 2598, 2904, 3339, 4344, 7578, 41586, 157894, 179430, 189092, 220475]",False
"[16, 18]",378064,ja,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,A Silent Voice: The Movie,"[6270, 6054, 236, 1252, 1643, 6733, 10683, 13141, 161919, 187056, 188953, 210024, 232877, 235790, 268784]",False
"[28, 12, 14]",451048,en,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",/9dKCd55IuTT5QRs989m9Qlb7d2B.jpg,2021-07-28,Jungle Cruise,"[10787, 158244, 210184, 217120, 279987]",False
"[10751, 35, 14]",668482,en,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,2022-11-25,Roald Dahl's Matilda the Musical,"[516, 417, 295, 2343, 291, 4344, 5561, 10181, 5086, 9714, 15025, 15101, 18020, 154884, 162936, 195323, 208774, 225466, 229809, 235333, 262278]",False
"[27, 35]",16281,en,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.",/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,1982-11-10,Creepshow,"[1299, 3335, 10292, 5404, 7172, 7325, 9717, 9706, 11321, 12377, 157351]",False
"[16, 10751, 12, 35, 14]",508965,en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019-11-08,Klaus,"[6054, 1415, 2041, 65, 1991, 6513, 4461, 10385, 170711, 207317, 207928, 242214, 251620, 262205, 269233]",False
"[28, 12, 878]",157350,en,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,2014-03-14,Divergent,"[2964, 818, 4565, 9685, 156282, 161248, 180492, 246466]",False
"[27, 18, 53, 10770]",571055,en,"A pair of coworkers gets trapped in an elevator over a long weekend, but what at first promises to be a romantic connection turns nefarious as each party begins to reveal who they truly are.",/tWD5FXfXTRcYzXZLq0bg8hxmQrs.jpg,2019-02-01,Down,"[718, 15156, 41180, 160404, 173316, 262148]",False
"[28, 878]",240832,fr,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",/s678JxMMMDyj7TRSsK6hR2FTF7A.jpg,2014-07-25,Lucy,"[310, 1475, 2051, 2235, 5086, 9685, 14964, 33637, 34009, 157959, 234944, 234945, 234946, 325765]",False
"[16, 35, 28, 12, 10751, 14, 878]",1059572,ja,"40-years ago, there was a prophecy claiming that in the year of “20” and “23”, two emitting lights would come to the Earth from outer space. And the dark light with strong power will bring out a huge disaster. In the summer of 2023, as predicted, two mysterious lights approach Japan and descend on Kasukabe. The white light hits Shin-chan, which makes him get a superpower. Meanwhile, a man called Mitsuru Hiriya, has been bathed in dark light and has acquired psychic powers begins to run amok. A man who wants the destruction of the world, Hiriya VS A happy-go-lucky kindergarten child, Shinnosuke. A superpower battle is going to begin!",/81jVSV8quW5V26HP9gjGFUkZLu6.jpg,2023-08-04,New Dimension! Crayon Shinchan the Movie: Battle of Supernatural Powers ~Flying Sushi~,"[9715, 4590, 13141, 195668, 210024, 278823]",False
"[18, 10752, 10749]",770,en,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,1939-12-15,Gone with the Wind,"[393, 818, 5809, 697, 4129, 2076, 2831, 3136, 4020, 9840, 158480, 160955, 179585, 182599, 226288, 248869, 273293, 273294, 309427, 325786, 325842]",False
"[27, 53, 9648]",723072,en,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realise they might not survive the night.",/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,2020-12-04,Host,"[6898, 6104, 1533, 10114, 11615, 14742, 18046, 162810, 163053, 163186, 186523, 263237, 266753, 271531, 321464, 325818]",False
[35],505600,en,"Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",/micaVOa1UZsdzs4fKGA67ZMGOzc.jpg,2019-05-24,Booksmart,"[6270, 10683, 10275, 15214, 33910, 158718, 187056, 226344, 296608]",False
"[16, 28, 14, 12]",592350,ja,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",/zGVbrulkupqpbwgiNedkJPyQum4.jpg,2019-12-20,My Hero Academia: Heroes Rising,"[233, 1701, 9715, 14955, 33637, 161919, 207826, 210024]",False
"[16, 10751, 12, 14]",13179,en,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",/3Ma0r1n8kfH7UaQMS7bJ9KsYUjT.jpg,2008-09-11,Tinker Bell,"[2710, 6202, 166471]",False
"[35, 10749, 18]",9603,en,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,1995-07-19,Clueless,"[1525, 6270, 818, 6664, 7208, 10683, 11933, 13027, 34130, 187056, 233617, 258533]",False
"[12, 10751, 14]",2454,en,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg,2008-05-15,The Chronicles of Narnia: Prince Caspian,"[616, 6917, 380, 818, 6150, 2043, 4391, 3071, 5144, 6464, 10235, 14643, 15101, 170362, 207883, 211227, 237451, 246466, 269233]",False
"[878, 28, 12]",13475,en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",/lV5OpzAss1z06YNagOVap1I35mH.jpg,2009-05-06,Star Trek,"[1612, 3822, 582, 4379, 4040, 4300, 4380, 5100, 9675, 9685, 9684, 9686, 9882, 12388, 156282, 161176, 161184, 167982, 170881, 243802, 269769, 270381]",False
"[35, 27]",19908,en,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,2009-10-07,Zombieland,"[521, 380, 291, 4458, 8636, 10292, 9755, 7312, 12377, 50009, 155582, 167068, 167081, 167085, 167095, 167104, 179430, 186565, 235354, 310062, 325791, 325823, 325845]",False
"[12, 10751, 14]",241259,en,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,/4g043PWVXkjHkxEEsEfwuAxlM8i.jpg,2016-05-25,Alice Through the Looking Glass,"[818, 1507, 2011, 9663, 157701, 177895, 179430, 179431, 199524, 202798, 203699, 245230, 256330, 309974, 325792, 325794, 325797, 325798, 325799]",False
"[35, 18]",637,it,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,1997-12-20,Life Is Beautiful,"[3737, 817, 2038, 2652, 1430, 697, 131, 483, 1583, 1631, 1755, 1739, 1956, 2428, 2433, 3206, 3197, 3061, 10123, 3196, 3207, 9799, 225219, 259094, 273967, 279911, 311458, 325761]",False
"[28, 53, 12]",667,en,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,/fdRbvRcEXcf2rC4ghLFZzCWPSmB.jpg,1967-06-13,You Only Live Twice,"[2041, 233, 782, 212, 720, 441, 818, 1432, 392, 3739, 746, 2770, 3269, 2534, 3272, 1308, 1293, 3075, 3268, 3271, 3289, 3284, 3346, 3347, 9882, 13065, 15127, 41249, 222423]",False
"[16, 18, 10751]",779047,en,"In a vibrant city pulsating with rhythm and movement, an elderly man and his young-at-heart wife rekindle their youthful passion for life and each other on one magical night.",/zKnenwvQB6xA4mxc8zxL2S8qVbR.jpg,2021-03-03,Us Again,"[242, 246, 2217, 4344, 4663, 160963, 263548]",False
[27],250546,en,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,/jNFqmsulwUrhYQW3MvqzfMc7SdS.jpg,2014-10-02,Annabelle,"[9675, 9707, 10603, 13153, 15001, 15285, 33630, 161261, 162846, 180691, 187065, 323566]",False
"[28, 35, 80]",5175,en,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",/aBQf2vMiCINeVC9v6BGVYKXurTh.jpg,2001-08-03,Rush Hour 2,"[779, 12670, 157241, 165583, 167316, 179431, 219404, 269233]",False
"[36, 35, 18]",792293,en,"Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.",/e9u7luSxFKOZgPTB9XHFnPArGdP.jpg,2023-09-15,Dumb Money,"[1700, 9672, 176834, 177493, 203322, 213828, 221004, 238768, 243959, 253419, 322077, 322754, 329574]",False
"[27, 9648]",635,en,"A down-and-out Brooklyn detective is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,1987-03-06,Angel Heart,"[242, 1453, 2860, 531, 3392, 703, 1803, 2411, 5340, 2835, 3177, 3179, 9887, 9856, 9826, 10629, 14765, 14964, 15001, 15208, 33841, 156091, 190396]",False
"[10749, 18]",964960,fr,"Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",/mmMc875bREz7XXbmSDhfBqcCSBA.jpg,2023-11-08,The Taste of Things,"[2803, 217930]",False
[53],890244,en,"Jen is single and looking to find her match with online dating. She connects with Mike, who appears handsome and charming. But some things are too good to be true, and all is not what it seems. When he becomes aggressive Jen pushes away and tries to avoid him, however Mike has other ideas.",/3p4RNksLwGkws3DGWNlClpalSWe.jpg,2021-11-06,A Stalker in the House,"[1523, 2539, 182195]",False
"[10749, 9648, 18]",1173558,pt,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension.",/lEuPvWv3aqAjBoqYi088GvCBRMX.jpg,2023-10-25,Burning Betrayal,[818],False
[18],380,en,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,1988-12-12,Rain Man,"[791, 30, 697, 1873, 1646, 1874, 1906, 11428, 7312, 7996, 8057, 9935, 14570, 15106, 162735, 170179, 179431, 181318, 190906, 263386, 311458, 311519, 331890]",False
"[35, 10749]",218746,ko,"Nineteen-year-old, Jin-goo enjoys an erotic moment to himself while thinking about his pretty English tutor. Then one day, he is caught in the middle of an embarrassing moment and becomes awkward with her. However, this becomes an opportunity and she starts teaching him sex. Their replationship becomes an uncontrollable romance. However, she quits the tutoring and the relationship to get married.  Time goes on and Jin-goo is a grown up. He's used to thoughtless sex. However, his partner of benefit gets pregnant so he meets his future-mother-in-law to talk about marriage. However, she's so beautiful and sexy. He moves in with the in-laws but soon breaks out of the marrige due to his wife's fling. The mother-in-law doesn't know how to make it up to him for what her daughter has done. Jin-goo suggests something dangerous...",/x73C5Hi8FuxCWdmY67evoV9V7xi.jpg,2013-07-31,Young Mother,"[456, 10508, 155477]",False
"[18, 36]",68730,en,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,2016-12-22,Silence,"[233, 818, 186, 440, 9714, 10085, 13006, 41611, 179567, 189398, 189995, 207941, 214891, 220890, 226417, 226419]",False
"[35, 10749]",8835,en,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,2001-07-13,Legally Blonde,"[2123, 6946, 8664, 9749, 9798, 9826, 171176, 186526, 217020, 231198, 241991, 272794]",False
"[80, 35]",107,en,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,2000-09-01,Snatch,"[642, 900, 392, 394, 395, 397, 398, 1385, 4931, 3149, 2792, 17977, 40903, 227892]",False
"[28, 35, 80, 9648]",302699,en,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",/7irCMBIivXAqjZ7MgZoGVLrgACR.jpg,2016-06-16,Central Intelligence,"[591, 5265, 470, 1438, 10873, 161213, 207697, 325833]",False
"[28, 35]",11770,cn,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,/kVpq68NxChzynK7otaymRSaWR8p.jpg,2001-07-05,Shaolin Soccer,"[779, 780, 6075, 11139, 1485, 5400, 9390, 13042, 244382]",False
"[28, 18, 53]",787723,en,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.",/oKng4fEr4QgS869UuWLSjAsR2rz.jpg,2021-10-29,13 Minutes,"[10084, 3725, 2213, 5096, 14796, 158718, 232395, 258533]",False
"[27, 878]",11470,en,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",/g50BkeMOO5ZXcT0B9OBGS4VLvBc.jpg,2001-11-09,Jason X,"[2964, 1826, 586, 4426, 6259, 3385, 9720, 9882, 10089, 10714, 12339, 14676, 14760, 256183]",False
[35],8363,en,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,2007-03-20,Superbad,"[6270, 6149, 567, 4630, 5801, 10683, 10873, 12670, 14964, 15214, 162914, 181623]",False
"[16, 35, 10751]",7443,en,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",/zszChc7quMGvFwzgKQnxd0QTcnc.jpg,2000-06-23,Chicken Run,"[4932, 5215, 10685, 6089, 2479, 3289, 9180, 10121, 14601, 154846, 185522, 197065, 230385, 251579, 251580, 324713]",False
[35],474335,en,Uncle Drew recruits a squad of older basketball players to return to the court to compete in a tournament.,/cDjAlFbpvjuxH4gFD02fqlyk6qL.jpg,2018-06-27,Uncle Drew,"[4610, 6496, 7312, 8743, 12380, 163223, 169358, 189920, 208747]",False
"[18, 35, 10749]",43347,en,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,2010-11-04,Love & Other Drugs,"[3344, 11530, 9673, 10425, 11678]",False
"[27, 53]",49018,en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,2011-03-31,Insidious,"[2723, 10114, 14651, 179430, 241161, 251513]",False
"[18, 36]",614917,en,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",/vjpMd1dsEsVBoUhq6iVHXwwFj9n.jpg,2021-11-18,King Richard,"[6075, 1488, 2848, 5905, 9672, 9415, 18035, 238821, 240303, 240817, 258141]",False
"[878, 28, 27]",8077,en,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg,1992-05-22,Alien³,"[378, 803, 1612, 4565, 2883, 3801, 3388, 11436, 4083, 9663, 9951, 9882, 13031, 13194, 158895, 160879, 163045, 178652, 189414, 193149, 226177]",False
"[80, 35, 28]",112205,en,"After ratting out his Mafia cohorts, Giovanni Manzoni and his family enter the Witness Protection Program and relocate to a sleepy town in France. Despite the best efforts of their handler to keep them in line, Giovanni (now called Fred Blake), his wife and children can't help but resort to doing things the ""family"" way. However, their dependence on such old habits places everyone in danger from vengeful mobsters.",/3ER4u7T951pMv60hL5bUN6WsAMV.jpg,2013-09-13,The Family,"[6270, 254, 818, 625, 4009, 4299, 6733, 9826, 10391, 15127, 15162, 163442, 186894, 197574, 259441, 272551, 291385, 332539, 332540, 332541]",False
"[16, 28, 14]",20982,ja,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",/vDkct38sSFSWJIATlfJw0l3QOIR.jpg,2007-08-04,Naruto Shippuden the Movie,"[3088, 4556, 10170, 10278, 15001, 178271, 187511, 210024]",False
[35],4248,en,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",/7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg,2001-07-04,Scary Movie 2,"[2626, 3358, 9755, 11931, 12416, 33468, 207844, 223510, 242130, 249969]",False
"[28, 14, 12]",460465,en,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",/ybrX94xQm8lXYpZAPRmwD9iIbWP.jpg,2021-04-07,Mortal Kombat,"[83, 2343, 3075, 9820, 14943, 14955, 41645, 156159, 161172, 188955]",False
"[10751, 16, 35, 878]",379686,en,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",/mDACFTANR34u6lvucazoYiFJOp7.jpg,2021-07-08,Space Jam: A New Legacy,"[6075, 6513, 6496, 18249, 209220, 304584]",False
